
--- Job Ioptimal_problem311.gms Start 06/18/19 11:24:13 26.1.0 rf2b37b9 WEX-WEI x86 64bit/MS Windows
GAMS 26.1.0   Copyright (C) 1987-2019 GAMS Development. All rights reserved
Licensee: GAMS Development Corporation, USA              G871201/0000CA-ANY
          Free Demo, +1 202-342-0180, support@gams.com, www.gams.com DC0000
--- Starting compilation
--- Ioptimal_problem311.gms(152) 3 Mb
--- GDXin=C:\Users\u0123029\Dropbox\SDP for Constructing Designs\MINL_PROBLEMS\Mixture\Lineariation_constraint\Ioptimal Project\First-Order\Scenario311\in.gdx
--- Ioptimal_problem311.gms(245) 3 Mb
--- Starting execution: elapsed 0:00:00.011
--- Ioptimal_problem311.gms(229) 4 Mb
--- Generating MINLP model I_opt
--- Ioptimal_problem311.gms(240) 6 Mb
---   161 rows  107 columns  616 non-zeroes
---   614 nl-code  300 nl-non-zeroes
---   7 discrete-columns
--- Ioptimal_problem311.gms(240) 4 Mb
--- Executing SCIP: elapsed 0:00:00.018

SCIP             26.1.0 rf2b37b9 Released Feb 02, 2019 WEI x86 64bit/MS Window
SCIP version 6.0 (a27ecc0)
Copyright (C) 2002-2019 Konrad-Zuse-Zentrum fuer Informationstechnik Berlin (ZIB)

External codes: 
  CPLEX 12.8.0.0       Linear Programming Solver developed by IBM (www.cplex.com)
  CppAD 20180000.0     Algorithmic Differentiation of C++ algorithms developed by B. Bell (www.coin-or.org/CppAD)
  Ipopt 3.12           Interior Point Optimizer developed by A. Waechter et.al. (www.coin-or.org/Ipopt)
  HSL MA27 and MC19    Harwell Subroutine Libraries (www.hsl.rl.ac.uk) from commercially supported Ipopt

reading option file C:\Users\u0123029\Dropbox\SDP for Constructing Designs\MINL_PROBLEMS\Mixture\Lineariation_constraint\Ioptimal Project\First-Order\Scenario311\scip.opt
non-default parameter settings:
limits/time = 14400
limits/gap = 1e-05
limits/absgap = 1e-06
lp/threads = 1
misc/printreason = FALSE
misc/usesymmetry = 0
display/nfrac/active = 2
display/nexternbranchcands/active = 2
gams/mipstart = 3
Passed partial solution with values for all variables to SCIP.
original problem has 107 variables (7 bin, 0 int, 100 cont) and 161 constraints

presolving:
(round 1, fast)       46 del vars, 59 del conss, 0 add conss, 89 chg bounds, 0 chg sides, 0 chg coeffs, 2 upgd conss, 0 impls, 3 clqs
(round 2, fast)       46 del vars, 71 del conss, 0 add conss, 95 chg bounds, 1 chg sides, 0 chg coeffs, 2 upgd conss, 0 impls, 3 clqs
(round 3, fast)       46 del vars, 71 del conss, 0 add conss, 99 chg bounds, 1 chg sides, 0 chg coeffs, 2 upgd conss, 0 impls, 3 clqs
(round 4, fast)       46 del vars, 71 del conss, 42 add conss, 99 chg bounds, 1 chg sides, 0 chg coeffs, 2 upgd conss, 0 impls, 3 clqs
(round 5, fast)       46 del vars, 71 del conss, 42 add conss, 99 chg bounds, 1 chg sides, 0 chg coeffs, 53 upgd conss, 0 impls, 3 clqs
(round 6, fast)       46 del vars, 71 del conss, 42 add conss, 171 chg bounds, 1 chg sides, 0 chg coeffs, 53 upgd conss, 0 impls, 3 clqs
(round 7, exhaustive) 46 del vars, 71 del conss, 42 add conss, 171 chg bounds, 1 chg sides, 0 chg coeffs, 68 upgd conss, 0 impls, 3 clqs
   (0.0s) probing cycle finished: starting next cycle
presolving (8 rounds: 8 fast, 2 medium, 2 exhaustive):
 46 deleted vars, 71 deleted constraints, 42 added constraints, 171 tightened bounds, 0 added holes, 1 changed sides, 0 changed coefficients
 51 implications, 6 cliques
presolved problem has 103 variables (4 bin, 0 int, 0 impl, 99 cont) and 132 constraints
     12 constraints of type <varbound>
      3 constraints of type <setppc>
     41 constraints of type <linear>
     14 constraints of type <abspower>
     62 constraints of type <quadratic>
Presolving Time: 0.00

 time | node  | left  |LP iter|LP it/n| mem |mdpt |frac |extbr|vars |cons |rows |cuts |confs|strbr|  dualbound   | primalbound  |  gap   
  0.0s|     1 |     0 |   158 |     - |1949k|   0 |   0 |   0 | 103 | 132 | 305 |   0 |   0 |   0 | 5.000000e-01 |      --      |    Inf 

******************************************************************************
This program contains Ipopt, a library for large-scale nonlinear optimization.
 Ipopt is released as open source code under the Eclipse Public License (EPL).
         For more information visit http://projects.coin-or.org/Ipopt
******************************************************************************

q 0.0s|     1 |     0 |   158 |     - |1960k|   0 |   0 |   0 | 103 | 132 | 305 |   0 |   0 |   0 | 5.000000e-01 | 3.500000e+00 | 600.00%
  0.0s|     1 |     0 |   175 |     - |1964k|   0 |   0 |   0 | 103 | 132 | 321 |  16 |   0 |   0 | 5.000000e-01 | 3.500000e+00 | 600.00%
  0.0s|     1 |     0 |   225 |     - |1964k|   0 |   4 |   0 | 103 | 132 | 333 |  28 |   0 |   0 | 5.000000e-01 | 3.500000e+00 | 600.00%
  0.0s|     1 |     0 |   235 |     - |2142k|   0 |   4 |   0 | 103 | 132 | 346 |  41 |   0 |   0 | 5.000000e-01 | 3.500000e+00 | 600.00%
  0.0s|     1 |     0 |   248 |     - |2180k|   0 |   4 |   0 | 103 | 132 | 357 |  52 |   0 |   0 | 5.000000e-01 | 3.500000e+00 | 600.00%
  0.0s|     1 |     0 |   267 |     - |2220k|   0 |   4 |   0 | 103 | 132 | 368 |  63 |   0 |   0 | 5.000000e-01 | 3.500000e+00 | 600.00%
  0.0s|     1 |     0 |   282 |     - |2264k|   0 |   4 |   0 | 103 | 132 | 373 |  68 |   0 |   0 | 5.000000e-01 | 3.500000e+00 | 600.00%
  0.0s|     1 |     0 |   286 |     - |2305k|   0 |   4 |   0 | 103 | 132 | 379 |  74 |   0 |   0 | 5.000000e-01 | 3.500000e+00 | 600.00%
  0.0s|     1 |     0 |   295 |     - |2412k|   0 |   3 |   0 | 103 | 132 | 385 |  80 |   0 |   0 | 5.000000e-01 | 3.500000e+00 | 600.00%
  0.0s|     1 |     0 |   313 |     - |2461k|   0 |   4 |   0 | 103 | 132 | 395 |  90 |   0 |   0 | 5.000000e-01 | 3.500000e+00 | 600.00%
  0.0s|     1 |     0 |   320 |     - |2510k|   0 |   4 |   0 | 103 | 132 | 401 |  96 |   0 |   0 | 5.000000e-01 | 3.500000e+00 | 600.00%
  0.0s|     1 |     0 |   337 |     - |2555k|   0 |   4 |   0 | 103 | 132 | 410 | 105 |   0 |   0 | 5.000000e-01 | 3.500000e+00 | 600.00%
  0.0s|     1 |     0 |   351 |     - |2600k|   0 |   4 |   0 | 103 | 132 | 418 | 113 |   0 |   0 | 5.000000e-01 | 3.500000e+00 | 600.00%
  0.0s|     1 |     0 |   361 |     - |2646k|   0 |   4 |   0 | 103 | 132 | 425 | 120 |   0 |   0 | 5.000000e-01 | 3.500000e+00 | 600.00%
 time | node  | left  |LP iter|LP it/n| mem |mdpt |frac |extbr|vars |cons |rows |cuts |confs|strbr|  dualbound   | primalbound  |  gap   
  0.0s|     1 |     0 |   375 |     - |2693k|   0 |   4 |   0 | 103 | 132 | 167 | 128 |   0 |   0 | 5.000000e-01 | 3.500000e+00 | 600.00%
  0.0s|     1 |     0 |   375 |     - |2693k|   0 |   4 |   0 | 103 | 132 | 167 | 128 |   0 |   0 | 5.000000e-01 | 3.500000e+00 | 600.00%
  0.0s|     1 |     0 |   388 |     - |2710k|   0 |   4 |   0 | 103 | 132 | 173 | 134 |   0 |   0 | 5.000000e-01 | 3.500000e+00 | 600.00%
  0.0s|     1 |     0 |   398 |     - |2727k|   0 |   4 |   0 | 103 | 132 | 180 | 141 |   0 |   0 | 5.000000e-01 | 3.500000e+00 | 600.00%
  0.0s|     1 |     0 |   405 |     - |2747k|   0 |   4 |   0 | 103 | 132 | 186 | 147 |   0 |   0 | 5.000000e-01 | 3.500000e+00 | 600.00%
